,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month,essentials,other_amenities,annual_revenue,host_experience,match_group,match_group_size,weights
2215,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2016.0,1,327.0,16.0,1.0
2216,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,230.4,1,495.0,2.0,1.0
2222,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1540.1999999999998,1,637.0,4.0,1.0
2229,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,26769.6,1,401.0,3.0,1.0
2232,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,100833.36,1,344.0,4.0,1.0
2233,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,749.76,1,317.0,8.0,3.230769230769231
2234,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,831.5999999999999,1,503.0,3.0,1.0
2236,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,907.2,1,912.0,3.0,0.5384615384615384
2239,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,4686.48,1,358.0,3.0,0.5384615384615384
2240,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2350.56,1,684.0,3.0,2.1538461538461537
2243,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,4665.6,1,383.0,4.0,1.0769230769230769
2247,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2956.8,1,186.0,3.0,1.0
2250,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,20942.04,1,459.0,4.0,1.0
2251,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,2190.0,1,213.0,8.0,1.0
2253,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1358.64,1,279.0,3.0,2.1538461538461537
2257,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,8544.0,1,292.0,4.0,1.0
2258,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,37066.8,1,425.0,2.0,1.0769230769230769
2268,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,446.4,1,307.0,5.0,0.7179487179487178
2275,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,3600.0,1,328.0,9.0,1.0
2276,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1872.0,1,220.0,3.0,1.0
2278,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,26315.28,1,449.0,2.0,1.0
2279,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1176.0,1,262.0,3.0,0.5384615384615384
2280,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,2367.4800000000005,1,550.0,4.0,1.0
2281,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,2280.0,1,323.0,4.0,1.0769230769230769
2282,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,77789.64,1,244.0,2.0,1.0
2288,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,6181.56,1,259.0,5.0,1.6153846153846154
2308,0,1,1,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,763.2,1,798.0,3.0,2.1538461538461537
2309,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3321.48,1,499.0,5.0,0.7179487179487178
2313,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,3370.8,1,549.0,5.0,4.3076923076923075
2314,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2402.28,1,634.0,3.0,0.5384615384615384
2322,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,6639.6,1,239.0,2.0,1.0769230769230769
2323,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,27820.800000000003,1,402.0,6.0,0.2153846153846154
2326,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,28226.880000000005,1,458.0,2.0,1.0769230769230769
2335,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,33299.04,1,381.0,2.0,1.0769230769230769
2340,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,128.88,1,213.0,8.0,1.0
2342,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,2828.4,1,225.0,3.0,1.0
2349,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,12994.2,1,776.0,2.0,1.0
2358,1,0,1,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,3663.2400000000007,1,654.0,2.0,1.0769230769230769
2372,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,882.0,1,871.0,2.0,1.0
2377,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15549.0,1,704.0,4.0,1.0
2380,0,0,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,7778.160000000001,1,655.0,3.0,1.0
2382,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,33863.28,1,295.0,6.0,1.0
2386,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,249999.6,1,442.0,9.0,1.0
2390,0,2,1,0,0,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1195.68,1,677.0,3.0,0.5384615384615384
2391,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1800.0,1,229.0,2.0,1.0769230769230769
2398,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1142.4,1,497.0,2.0,1.0
2402,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,7475.400000000001,1,303.0,2.0,1.0769230769230769
2403,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,9063.6,1,424.0,4.0,0.3589743589743589
2406,0,0,1,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1126.08,1,639.0,3.0,1.0
2413,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,4140.0,1,302.0,2.0,1.0
2419,0,1,0,0,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,483.48,1,935.0,3.0,1.0
2420,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18501.96,1,447.0,5.0,0.7179487179487178
2430,0,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,826.6800000000001,1,934.0,3.0,0.5384615384615384
2431,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1627.1999999999998,1,764.0,2.0,1.0769230769230769
2441,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1224.0000000000002,1,304.0,2.0,1.0769230769230769
2446,0,0,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1525.9199999999998,1,638.0,4.0,1.0
2450,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,504.0,1,285.0,3.0,1.0
2457,0,0,1,0,1,0,1,0,2,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,24123.24,1,617.0,2.0,1.0
2462,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,20645.76,1,271.0,2.0,1.0769230769230769
2467,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,556.8,1,307.0,5.0,0.7179487179487178
2479,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1289.88,1,561.0,2.0,1.0769230769230769
2480,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,920.16,1,245.0,3.0,1.0
2481,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,9782.88,1,694.0,2.0,1.0769230769230769
2483,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,825.5999999999999,1,795.0,2.0,1.0
2493,0,1,1,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,75.6,1,666.0,4.0,1.0
2494,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1271.76,1,506.0,6.0,1.0
2497,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,17923.68,1,398.0,3.0,1.0
2498,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,430.9200000000001,1,204.0,5.0,0.2692307692307692
2502,0,2,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,564.24,1,580.0,3.0,1.0
2508,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,27311.04,1,554.0,3.0,2.1538461538461537
2516,0,0,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3732.480000000001,1,648.0,3.0,1.0
2518,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,8950.2,1,517.0,3.0,1.0
2522,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4236.72,1,769.0,2.0,1.0769230769230769
2526,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,7840.2,1,395.0,4.0,0.3589743589743589
2529,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1119.36,1,193.0,2.0,1.0
2538,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,4320.0,1,509.0,2.0,1.0769230769230769
2541,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,4040.4,1,243.0,7.0,6.461538461538462
2543,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,83952.12,1,359.0,3.0,0.5384615384615384
2544,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4693.68,1,331.0,7.0,1.0
2546,0,2,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,653.64,1,571.0,3.0,0.5384615384615384
2549,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,78456.72,1,222.0,6.0,0.2153846153846154
2557,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,172838.16,1,431.0,3.0,1.0
2560,0,2,1,1,0,1,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,64.2,1,680.0,2.0,1.0769230769230769
2562,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,7992.36,1,894.0,2.0,1.0
2565,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,21618.0,1,399.0,2.0,1.0
2570,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,248646.96,1,224.0,2.0,1.0769230769230769
2574,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,125.16000000000004,1,204.0,5.0,0.2692307692307692
2579,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,13446.72,1,406.0,2.0,1.0
2580,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,2951.9999999999995,1,362.0,5.0,0.2692307692307692
2583,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,10159.8,1,188.0,2.0,1.0
2589,1,2,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,100923.24,1,561.0,2.0,1.0
2592,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,696.6,1,364.0,2.0,1.0
2595,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,428.4,1,931.0,5.0,1.0
2596,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,405.72,1,374.0,2.0,1.0769230769230769
2600,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,393.12,1,932.0,2.0,1.0769230769230769
2605,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,15093.0,1,426.0,5.0,1.0
2609,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,520.8,1,215.0,2.0,1.0
2613,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2376.0,1,917.0,2.0,1.0769230769230769
2614,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,12032.76,1,404.0,3.0,1.0
2618,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1669.8000000000002,1,276.0,3.0,2.1538461538461537
2619,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,4126.92,1,313.0,7.0,0.4307692307692308
2622,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,26041.68,1,422.0,4.0,1.0769230769230769
2626,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,6026.400000000001,0,876.0,2.0,1.0
2630,0,0,1,1,1,0,1,1,2,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,9372.6,1,767.0,3.0,1.0
2631,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,170352.0,1,384.0,2.0,1.0769230769230769
2635,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,141.60000000000002,1,191.0,5.0,1.0
2639,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,9886.56,1,536.0,2.0,1.0769230769230769
2642,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1499.4,1,329.0,7.0,0.4307692307692308
2643,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1411.2,1,286.0,2.0,1.0
2645,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3772.08,1,516.0,3.0,1.0
2646,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,95.04,1,212.0,4.0,1.0
2657,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,151.8,1,916.0,2.0,1.0769230769230769
2658,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,3925.44,1,713.0,2.0,1.0769230769230769
2660,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3548.16,1,695.0,3.0,2.1538461538461537
2675,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,3836.64,1,319.0,5.0,1.0
2676,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,8914.44,1,864.0,2.0,1.0769230769230769
2679,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,19074.0,1,313.0,7.0,0.4307692307692308
2683,0,1,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2540.16,1,798.0,3.0,1.0
2684,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2457.0,1,515.0,2.0,1.0
2685,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,9767.52,1,892.0,2.0,1.0769230769230769
2686,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,460.8,1,893.0,2.0,1.0
2688,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,4179.6,1,440.0,7.0,1.0
2689,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1412.4,1,534.0,2.0,1.0
2693,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,469.2000000000001,1,626.0,3.0,0.5384615384615384
2696,0,2,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1188.0,1,787.0,2.0,1.0
2698,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,8143.200000000001,1,300.0,6.0,1.0
2703,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1290.0,1,692.0,2.0,1.0769230769230769
2705,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,58291.56,1,447.0,5.0,0.7179487179487178
2710,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,71960.52,1,394.0,2.0,1.0
2718,0,2,0,0,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1636.08,1,671.0,5.0,1.0
2727,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,342.0,1,665.0,3.0,0.5384615384615384
2728,0,0,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,18572.16,1,651.0,4.0,1.0
2733,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,44835.12,1,344.0,4.0,1.0
2737,0,0,1,1,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3069.12,1,624.0,2.0,1.0769230769230769
2738,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,375.84,1,641.0,5.0,1.0
2739,0,1,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3466.5599999999995,1,798.0,3.0,1.0
2741,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,382.8,1,314.0,3.0,0.5384615384615384
2743,0,0,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,63.0,1,640.0,2.0,1.0
2745,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1392.0,1,504.0,6.0,0.2153846153846154
2747,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,10194.72,1,423.0,9.0,1.0
2750,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,24449.28,1,814.0,2.0,1.0
2751,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,12640.32,1,352.0,3.0,0.5384615384615384
2755,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2148.96,1,251.0,3.0,2.1538461538461537
2766,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,624.0,1,640.0,2.0,1.0769230769230769
2769,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,480.0,1,852.0,2.0,1.0769230769230769
2777,0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,429.84,1,584.0,5.0,0.2692307692307692
2780,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2300.4,1,839.0,2.0,1.0
2782,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,21273.12,1,417.0,15.0,1.0
2793,1,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1782.0,1,898.0,2.0,1.0
2795,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,19171.2,1,362.0,5.0,0.2692307692307692
2801,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4941.72,1,327.0,16.0,0.3589743589743589
2805,0,2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,10219.08,1,572.0,5.0,0.2692307692307692
2807,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,8208.0,1,860.0,2.0,1.0
2808,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1821.6,1,498.0,4.0,1.0769230769230769
2814,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3081.96,1,686.0,2.0,1.0769230769230769
2815,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,180.96,1,623.0,6.0,1.0769230769230769
2817,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,25665.36,1,332.0,6.0,1.0
2821,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,302.4,1,218.0,6.0,1.0
2823,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,366.0,1,186.0,3.0,2.1538461538461537
2825,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,7860.960000000001,1,750.0,5.0,1.0
2828,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1758.2400000000002,1,202.0,2.0,1.0
2829,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,723.0,1,931.0,5.0,0.7179487179487178
2832,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,913.32,1,765.0,2.0,1.0769230769230769
2833,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1028.16,1,548.0,4.0,1.0
2834,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,8592.24,1,753.0,3.0,1.0
2836,0,2,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1157.76,1,673.0,4.0,1.0
2843,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,9009.0,1,417.0,15.0,1.0
2847,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,18924.0,1,301.0,3.0,1.0
2850,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1915.2,1,533.0,4.0,1.0
2851,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,324.0,1,842.0,3.0,0.5384615384615384
2852,0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,119.51999999999998,1,584.0,5.0,0.2692307692307692
2853,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4284.0,1,198.0,2.0,1.0769230769230769
2859,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1061.88,1,620.0,6.0,1.0769230769230769
2862,0,2,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,649.8,1,567.0,3.0,1.0
2866,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,6648.0,1,430.0,5.0,1.0
2868,0,0,0,0,1,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,4952.16,1,895.0,2.0,1.0
2870,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,662.4000000000001,1,505.0,5.0,1.0
2871,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,386.4,1,508.0,2.0,1.0
2873,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,468.0,1,510.0,2.0,1.0769230769230769
2874,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1846.44,1,191.0,5.0,0.2692307692307692
2877,0,1,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,85.44,1,935.0,3.0,2.1538461538461537
2884,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,5829.72,1,630.0,3.0,2.1538461538461537
2896,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,14058.72,1,443.0,6.0,1.0
2900,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2499.0,1,199.0,3.0,1.0
2903,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,7585.200000000001,1,870.0,2.0,1.0769230769230769
2904,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,278.4,1,506.0,6.0,1.0769230769230769
2908,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,932.4,1,307.0,5.0,1.0
2911,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,270.0,1,635.0,4.0,1.0
2912,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,16385.16,1,248.0,3.0,0.5384615384615384
